"NSE_CODE","M1CLOSE","M1CLOSEDT","M1RET","M3CLOSE","M3CLOSEDT","M3RET","M6CLOSE","M6CLOSEDT","M6RET","M12CLOSE","M12CLOSEDT","M12RET","CLOSE",
"BLS",366.7,2025-08-29 00:00:00,1.05,380.05,2025-07-31 00:00:00,-2.5,355.35,2025-04-30 00:00:00,4.28,397.85,2024-10-31 00:00:00,-6.86,370.55,
"BLUEDART",5607.5,2025-08-29 00:00:00,3.47,5994,2025-07-31 00:00:00,-3.2,6203,2025-04-30 00:00:00,-6.46,8142.75,2024-10-31 00:00:00,-28.75,5802,
"BLUEJET",667.85,2025-08-29 00:00:00,-2.41,805.95,2025-07-31 00:00:00,-19.13,711.15,2025-04-30 00:00:00,-8.35,472.8,2024-10-31 00:00:00,37.85,651.75,
"BLUESTARCO",1881.7,2025-08-29 00:00:00,3.54,1738.1,2025-07-31 00:00:00,12.09,1706.3,2025-04-30 00:00:00,14.18,1871.05,2024-10-31 00:00:00,4.13,1948.3,
"BLUESTONE",534.8,2025-08-29 00:00:00,2.83,0.001,,54994900,0.001,,54994900,0.001,,54994900,549.95,
"BLUSPRING",79.52,2025-08-29 00:00:00,0.1,87.58,2025-07-31 00:00:00,-9.11,0.001,,7959900,0.001,,7959900,79.6,
"BODALCHEM",64.67,2025-08-29 00:00:00,-0.05,74.87,2025-07-31 00:00:00,-13.66,64.77,2025-04-30 00:00:00,-0.2,77.17,2024-10-31 00:00:00,-16.24,64.64,
"BOHRAIND",25.92,2025-08-29 00:00:00,-2.31,33.89,2025-07-31 00:00:00,-25.29,0.001,,2531900,0.001,,2531900,25.32,
"BOMDYEING",169.97,2025-08-29 00:00:00,1.22,170.78,2025-07-31 00:00:00,0.74,129.06,2025-04-30 00:00:00,33.31,234.75,2024-10-31 00:00:00,-26.71,172.05,
"BORANA",214.41,2025-08-29 00:00:00,0.16,219.96,2025-07-31 00:00:00,-2.36,0.001,,21475900,0.001,,21475900,214.76,
"BOROLTD",330.9,2025-08-29 00:00:00,2.52,330.3,2025-07-31 00:00:00,2.71,318.15,2025-04-30 00:00:00,6.63,443.75,2024-10-31 00:00:00,-23.55,339.25,
"BORORENEW",551.7,2025-08-29 00:00:00,4.2,613.5,2025-07-31 00:00:00,-6.3,492.25,2025-04-30 00:00:00,16.78,513.5,2024-08-30 00:00:00,11.95,574.85,
"BOROSCI",137.46,2025-08-29 00:00:00,0.47,164.03,2025-07-31 00:00:00,-15.8,130.88,2025-04-30 00:00:00,5.52,183.97,2024-10-31 00:00:00,-24.93,138.11,
"BOSCHLTD",39960,2025-08-29 00:00:00,2.06,40385,2025-07-31 00:00:00,0.99,29455,2025-04-30 00:00:00,38.47,35121.6,2024-10-31 00:00:00,16.13,40785,
"BPCL",308.2,2025-08-29 00:00:00,2.13,329.3,2025-07-31 00:00:00,-4.42,310.05,2025-04-30 00:00:00,1.52,310.75,2024-10-31 00:00:00,1.29,314.75,
"BPL",77.92,2025-08-29 00:00:00,2.64,81.53,2025-07-31 00:00:00,-1.9,71.91,2025-04-30 00:00:00,11.22,108.32,2024-10-31 00:00:00,-26.16,79.98,
"BRIGADE",923.1,2025-08-29 00:00:00,0.45,1007.8,2025-07-31 00:00:00,-7.99,1028.6,2025-04-30 00:00:00,-9.85,1178.8,2024-10-31 00:00:00,-21.34,927.25,
"BRIGHOTEL",87.1,2025-08-29 00:00:00,-0.36,85.32,2025-07-31 00:00:00,1.72,0.001,,8678900,0.001,,8678900,86.79,
"BRITANNIA",5824,2025-08-29 00:00:00,0.39,5771,2025-07-31 00:00:00,1.31,5438.9,2025-04-30 00:00:00,7.49,5726.9,2024-10-31 00:00:00,2.09,5846.5,
"BRNL",19.08,2025-08-29 00:00:00,5.87,20.6,2025-07-31 00:00:00,-1.94,36.44,2025-02-28 00:00:00,-44.57,0.001,,2019900,20.2,
"BSE",2096.2,2025-08-29 00:00:00,4.02,2427.4,2025-07-31 00:00:00,-10.18,6359,2025-04-30 00:00:00,-65.71,4465.6,2024-10-31 00:00:00,-51.17,2180.4,
"BSE500IETF",38.03,2025-08-29 00:00:00,0.74,38.74,2025-07-31 00:00:00,-1.11,37.06,2025-04-30 00:00:00,3.37,38.23,2024-10-31 00:00:00,0.21,38.31,
"BSHSL",144.25,2025-08-29 00:00:00,-3.08,135.07,2025-07-31 00:00:00,3.5,130.43,2025-04-30 00:00:00,7.18,164.14,2024-10-31 00:00:00,-14.83,139.8,
"BSL",166.16,2025-02-19 00:00:00,17.99,201.85,2025-01-31 00:00:00,-2.87,241.37,2024-10-31 00:00:00,-18.78,0.001,,19604900,196.05,
"BSLGOLDETF",90.63,2025-08-29 00:00:00,1.83,87.31,2025-07-31 00:00:00,5.7,83.96,2025-04-30 00:00:00,9.92,70.68,2024-10-31 00:00:00,30.57,92.29,
"BSLNIFTY",28.4,2025-08-29 00:00:00,0.74,28.72,2025-07-31 00:00:00,-0.38,28.01,2025-04-30 00:00:00,2.14,27.79,2024-10-31 00:00:00,2.95,28.61,
"BSLSENETFG",79.89,2025-08-29 00:00:00,0.4,81.33,2025-07-31 00:00:00,-1.38,79.63,2025-04-30 00:00:00,0.73,78.71,2024-10-31 00:00:00,1.91,80.21,
"BSOFT",368.1,2025-08-29 00:00:00,1.87,391.5,2025-07-31 00:00:00,-4.21,390.2,2025-04-30 00:00:00,-3.9,550.1,2024-10-31 00:00:00,-31.83,375,
"BTML",8.22,2025-08-29 00:00:00,10.22,7.96,2025-07-31 00:00:00,13.82,8.04,2025-04-30 00:00:00,12.69,0.001,,905900,9.06,
"BUTTERFLY",727.2,2025-08-29 00:00:00,1.18,715.3,2025-07-31 00:00:00,2.87,626,2025-04-30 00:00:00,17.54,852.2,2024-10-31 00:00:00,-13.66,735.8,
"BVCL",40.95,2025-08-29 00:00:00,6.4,42.45,2025-07-31 00:00:00,2.64,37.57,2025-04-30 00:00:00,15.97,55.95,2024-10-31 00:00:00,-22.13,43.57,
"CAMPUS",264.3,2025-08-29 00:00:00,0.4,267.35,2025-07-31 00:00:00,-0.75,242.68,2025-04-30 00:00:00,9.34,295,2024-10-31 00:00:00,-10.05,265.35,
"CAMS",3705.2,2025-08-29 00:00:00,3.63,3736.8,2025-07-31 00:00:00,2.76,3906.3,2025-04-30 00:00:00,-1.7,4443.7,2024-10-31 00:00:00,-13.59,3839.8,
"CANBK",103.83,2025-08-29 00:00:00,1.26,107.25,2025-07-31 00:00:00,-1.97,97.45,2025-04-30 00:00:00,7.89,102.65,2024-10-31 00:00:00,2.43,105.14,
"CANFINHOME",717.65,2025-08-29 00:00:00,0.31,751.95,2025-07-31 00:00:00,-4.26,715.15,2025-04-30 00:00:00,0.66,867.95,2024-10-31 00:00:00,-17.06,719.9,
"CANTABIL",251.7,2025-08-29 00:00:00,3.18,266.1,2025-07-31 00:00:00,-2.41,233.65,2025-04-30 00:00:00,11.15,230.31,2024-10-31 00:00:00,12.76,259.7,
"CAPACITE",281.9,2025-08-29 00:00:00,3.32,306.65,2025-07-31 00:00:00,-5.02,350.1,2025-04-30 00:00:00,-16.81,380.5,2024-10-31 00:00:00,-23.46,291.25,
"CAPITALSFB",289.7,2025-08-29 00:00:00,-1.21,304.45,2025-07-31 00:00:00,-5.99,293.9,2025-04-30 00:00:00,-2.62,293.05,2024-10-31 00:00:00,-2.34,286.2,
"CAPLIPOINT",2098.6,2025-08-29 00:00:00,0.53,2066.4,2025-07-31 00:00:00,2.1,1878.9,2025-04-30 00:00:00,12.28,2035.4,2024-10-31 00:00:00,3.65,2109.7,
"CARBORUNIV",911.6,2025-08-29 00:00:00,2.38,930.6,2025-07-31 00:00:00,0.29,1022.2,2025-04-30 00:00:00,-8.7,1378.95,2024-10-31 00:00:00,-32.32,933.3,
"CARERATING",1563.2,2025-08-29 00:00:00,0.99,1696.7,2025-07-31 00:00:00,-6.95,1209.2,2025-04-30 00:00:00,30.56,1461,2024-10-31 00:00:00,8.06,1578.7,
"CARRARO",410.8,2025-08-29 00:00:00,1.1,480.95,2025-07-31 00:00:00,-13.65,374.35,2025-04-30 00:00:00,10.94,0.001,,41529900,415.3,
"CARTRADE",2398,2025-08-29 00:00:00,4.26,2186.5,2025-07-31 00:00:00,14.34,1704.3,2025-04-30 00:00:00,46.69,1080.85,2024-10-31 00:00:00,131.31,2500.1,
"CARYSIL",859.75,2025-08-29 00:00:00,0.33,886.65,2025-07-31 00:00:00,-2.71,606.65,2025-04-30 00:00:00,42.19,804.8,2024-10-31 00:00:00,7.18,862.6,
"CASHIETF",1025.9,2025-08-29 00:00:00,0.01,1021.43,2025-07-31 00:00:00,0.45,1008.26,2025-04-30 00:00:00,1.76,0.001,,102602900,1026.03,
"CASTROLIND",197.23,2025-08-29 00:00:00,1.06,218.11,2025-07-31 00:00:00,-8.61,197.73,2025-04-30 00:00:00,0.81,210.32,2024-10-31 00:00:00,-5.23,199.33,
"CCCL",18.37,2025-08-29 00:00:00,-2.18,16.83,2025-07-31 00:00:00,6.77,14.11,2025-04-30 00:00:00,27.36,0.001,,1796900,17.97,
"CCHHL",18.34,2025-08-29 00:00:00,-1.2,17.93,2025-07-31 00:00:00,1.06,16.61,2025-04-30 00:00:00,9.09,0.001,,1811900,18.12,
"CCL",871.5,2025-08-29 00:00:00,3.84,852.85,2025-07-31 00:00:00,6.11,591.5,2025-04-30 00:00:00,52.99,678.15,2024-10-31 00:00:00,33.44,904.95,
"CDSL",1424.4,2025-08-29 00:00:00,3.69,1480.8,2025-07-31 00:00:00,-0.26,1320,2025-04-30 00:00:00,11.89,1545.8,2024-10-31 00:00:00,-4.46,1476.9,
"CEATLTD",3132.2,2025-08-29 00:00:00,2.27,3313.3,2025-07-31 00:00:00,-3.32,3332,2025-04-30 00:00:00,-3.86,2805.9,2024-10-31 00:00:00,14.16,3203.3,
"CEIGALL",245.24,2025-08-29 00:00:00,0.83,249.7,2025-07-31 00:00:00,-0.97,254.6,2025-04-30 00:00:00,-2.88,349.15,2024-10-31 00:00:00,-29.18,247.27,
"CELEBRITY",12.46,2025-08-29 00:00:00,-1.69,13.33,2025-07-31 00:00:00,-8.1,11.85,2025-04-30 00:00:00,3.38,14.73,2024-10-31 00:00:00,-16.84,12.25,
"CELLO",539.45,2025-08-29 00:00:00,-0.82,594.85,2025-07-31 00:00:00,-10.06,549.7,2025-04-30 00:00:00,-2.67,828.55,2024-10-31 00:00:00,-35.43,535,
"CENTENKA",501.05,2025-08-29 00:00:00,0.83,517.7,2025-07-31 00:00:00,-2.41,513.75,2025-04-30 00:00:00,-1.66,577.35,2024-10-31 00:00:00,-12.5,505.2,
"CENTEXT",21.22,2025-08-29 00:00:00,3.58,23.64,2025-07-31 00:00:00,-7.02,18.12,2025-04-30 00:00:00,21.3,0.001,,2197900,21.98,
"CENTRALBK",34.52,2025-08-29 00:00:00,1.54,36.41,2025-07-31 00:00:00,-3.74,37.06,2025-04-30 00:00:00,-5.42,57.83,2024-10-31 00:00:00,-39.39,35.05,
"CENTUM",2753.5,2025-08-29 00:00:00,2.3,2211.7,2025-07-31 00:00:00,27.35,1676.3,2025-04-30 00:00:00,68.03,1844.2,2024-10-31 00:00:00,52.73,2816.7,
"CENTURYPLY",746.4,2025-08-29 00:00:00,2.51,731.5,2025-07-31 00:00:00,4.6,698.05,2025-04-30 00:00:00,9.61,849.05,2024-10-31 00:00:00,-9.88,765.15,
"CERA",6311,2025-08-29 00:00:00,-0.38,6545,2025-07-31 00:00:00,-3.94,5357,2025-04-30 00:00:00,17.36,7183.85,2024-10-31 00:00:00,-12.48,6287,
"CESC",152.19,2025-08-29 00:00:00,2.53,169.51,2025-07-31 00:00:00,-7.95,159.01,2025-04-30 00:00:00,-1.87,189.19,2024-10-31 00:00:00,-17.52,156.04,
"CEWATER",542.85,2025-08-29 00:00:00,1.28,623.35,2025-07-31 00:00:00,-11.8,504.35,2025-04-30 00:00:00,9.01,0.001,,54979900,549.8,
"CGCL",185.36,2025-08-29 00:00:00,1.94,186.29,2025-07-31 00:00:00,1.43,161.56,2025-04-30 00:00:00,16.96,202.49,2024-10-31 00:00:00,-6.68,188.96,
"CGPOWER",694.3,2025-08-29 00:00:00,3.3,661.7,2025-07-31 00:00:00,8.39,626.8,2025-04-30 00:00:00,14.42,704.4,2024-10-31 00:00:00,1.82,717.2,
"CHALET",1010.3,2025-08-29 00:00:00,0.93,909.85,2025-07-31 00:00:00,12.07,791.55,2025-04-30 00:00:00,28.82,870.9,2024-10-31 00:00:00,17.09,1019.7,
"CHAMBLFERT",540.1,2025-08-29 00:00:00,0.88,514.9,2025-07-31 00:00:00,5.82,692.65,2025-04-30 00:00:00,-21.34,483.6,2024-10-31 00:00:00,12.67,544.85,
"CHEMBOND",243.45,2025-05-28 00:00:00,-22.51,520.6,2025-04-30 00:00:00,-63.76,577.6,2025-01-31 00:00:00,-67.34,0.001,,18863900,188.64,
"CHEMBONDCH",186.23,2025-08-29 00:00:00,0.24,0.001,,18667900,0.001,,18667900,0.001,,18667900,186.68,
"CHEMCON",208.82,2025-08-29 00:00:00,-0.04,243.94,2025-07-31 00:00:00,-14.43,191.32,2025-04-30 00:00:00,9.1,248.05,2024-10-31 00:00:00,-15.85,208.73,
"CHEMFAB",656.85,2025-08-29 00:00:00,1.47,784.2,2025-07-31 00:00:00,-15.01,805.5,2025-04-30 00:00:00,-17.26,1082.3,2024-10-31 00:00:00,-38.42,666.5,
"CHEMPLASTS",427.3,2025-08-29 00:00:00,-1.06,416.85,2025-07-31 00:00:00,1.42,410.65,2025-04-30 00:00:00,2.95,479,2024-10-31 00:00:00,-11.74,422.75,
"CHENNPETRO",645.4,2025-08-29 00:00:00,6.45,682.65,2025-07-31 00:00:00,0.64,612.3,2025-04-30 00:00:00,12.21,639.7,2024-10-31 00:00:00,7.4,687.05,
"CHEVIOT",1186.8,2025-08-29 00:00:00,3.34,1186.6,2025-07-31 00:00:00,3.35,1046.1,2025-04-30 00:00:00,17.24,1270.25,2024-10-31 00:00:00,-3.45,1226.4,
"CHOICEIN",796,2025-08-29 00:00:00,-0.46,762.2,2025-07-31 00:00:00,3.95,610.2,2025-04-30 00:00:00,29.84,520.1,2024-10-31 00:00:00,52.34,792.3,
"CHOLAFIN",1420.7,2025-08-29 00:00:00,2.33,1443.2,2025-07-31 00:00:00,0.73,1492.2,2025-04-30 00:00:00,-2.57,1272.75,2024-10-31 00:00:00,14.23,1453.8,
"CHOLAHLDNG",1725.7,2025-08-29 00:00:00,1.74,1887.7,2025-07-31 00:00:00,-6.99,1864.1,2025-04-30 00:00:00,-5.81,1715.35,2024-10-31 00:00:00,2.36,1755.8,
"CIEINDIA",384.65,2025-08-29 00:00:00,0.65,402.15,2025-07-31 00:00:00,-3.73,405.95,2025-04-30 00:00:00,-4.63,496.8,2024-10-31 00:00:00,-22.07,387.15,
"CIFL",33.64,2025-08-29 00:00:00,-0.09,34.93,2025-07-31 00:00:00,-3.78,37.07,2025-04-30 00:00:00,-9.33,0.001,,3360900,33.61,
"CIGNITITEC",1629.4,2025-08-29 00:00:00,2.19,1656.7,2025-07-31 00:00:00,0.51,1346.6,2025-04-30 00:00:00,23.65,1414.6,2024-10-31 00:00:00,17.71,1665.1,
"CINELINE",87.87,2025-08-29 00:00:00,-0.77,96.76,2025-07-31 00:00:00,-9.89,81.29,2025-03-28 00:00:00,7.26,0.001,,8718900,87.19,
"CIPLA",1589.4,2025-08-29 00:00:00,-0.14,1554.6,2025-07-31 00:00:00,2.1,1550.1,2025-04-30 00:00:00,2.39,1551.75,2024-10-31 00:00:00,2.28,1587.2,
"CLEAN",1174.5,2025-08-29 00:00:00,1.04,1222.3,2025-07-31 00:00:00,-2.91,1174.8,2025-04-30 00:00:00,1.01,1526.6,2024-10-31 00:00:00,-22.27,1186.7,
"CLEDUCATE",109.95,2025-08-29 00:00:00,3.97,90.34,2025-07-31 00:00:00,26.53,84.6,2025-04-30 00:00:00,35.12,96.9,2024-08-30 00:00:00,17.97,114.31,
"CLSEL",279.65,2025-08-29 00:00:00,2.11,319.25,2025-07-31 00:00:00,-10.56,311.35,2025-04-30 00:00:00,-8.29,315.55,2024-10-31 00:00:00,-9.51,285.55,
"CMSINFO",410.3,2025-08-29 00:00:00,1.46,458.3,2025-07-31 00:00:00,-9.16,441.55,2025-04-30 00:00:00,-5.72,537.1,2024-10-31 00:00:00,-22.49,416.3,
"COALINDIA",374.8,2025-08-29 00:00:00,0.83,376.35,2025-07-31 00:00:00,0.41,385.3,2025-04-30 00:00:00,-1.92,452.05,2024-10-31 00:00:00,-16.4,377.9,
"COASTCORP",31.52,2025-08-29 00:00:00,-3.01,35.33,2025-07-31 00:00:00,-13.47,36.99,2025-04-30 00:00:00,-17.36,245.45,2024-10-31 00:00:00,-87.55,30.57,
"COCHINSHIP",1608.2,2025-08-29 00:00:00,4.09,1770.8,2025-07-31 00:00:00,-5.47,1591.4,2025-04-30 00:00:00,5.18,1886.65,2024-08-30 00:00:00,-11.28,1673.9,
"COFFEEDAY",50.03,2025-08-29 00:00:00,-5.62,35.75,2025-07-31 00:00:00,32.08,35,2024-08-13 00:00:00,34.91,0.001,,4721900,47.22,
"COFORGE",1724.3,2025-08-29 00:00:00,2.34,1748.2,2025-07-31 00:00:00,0.94,7305,2025-04-30 00:00:00,-75.84,7624.1,2024-10-31 00:00:00,-76.85,1764.6,
"COHANCE",880.6,2025-08-29 00:00:00,2.11,998.45,2025-07-31 00:00:00,-9.94,0.001,,89919900,0.001,,89919900,899.2,
"COLPAL",2331.8,2025-08-29 00:00:00,1.22,2245.3,2025-07-31 00:00:00,5.12,2587.4,2025-04-30 00:00:00,-8.78,3062.5,2024-10-31 00:00:00,-22.93,2360.2,
"COMMOIETF",87.13,2025-08-29 00:00:00,1.22,88.43,2025-07-31 00:00:00,-0.27,86.26,2025-04-30 00:00:00,2.24,89.79,2024-10-31 00:00:00,-1.78,88.19,
"COMPUSOFT",18.93,2025-08-29 00:00:00,0.63,20.58,2025-07-31 00:00:00,-7.43,20.33,2025-04-30 00:00:00,-6.3,28.22,2024-10-31 00:00:00,-32.49,19.05,
"COMSYN",143.7,2025-08-29 00:00:00,-0.23,134.07,2025-07-31 00:00:00,6.94,82.78,2024-12-30 00:00:00,73.19,0.001,,14336900,143.37,
"CONCOR",527.35,2025-08-29 00:00:00,2.31,578.2,2025-07-31 00:00:00,-6.68,673.7,2025-04-30 00:00:00,-19.91,847.1,2024-10-31 00:00:00,-36.31,539.55,
"CONCORDBIO",1681.7,2025-08-29 00:00:00,0.25,1767.3,2025-07-31 00:00:00,-4.61,1518.6,2025-04-30 00:00:00,11.02,1830.3,2024-10-31 00:00:00,-7.89,1685.9,
"CONFIPET",47.3,2025-08-29 00:00:00,1.42,52.02,2025-07-31 00:00:00,-7.79,51.68,2025-04-30 00:00:00,-7.18,77.85,2024-10-31 00:00:00,-38.38,47.97,
"CONS",123.21,2025-08-29 00:00:00,1.29,119.75,2025-07-31 00:00:00,4.22,114.98,2025-04-30 00:00:00,8.54,116.81,2024-10-31 00:00:00,6.84,124.8,
"CONSOFINVT",183.99,2025-08-29 00:00:00,10.33,193.64,2025-07-31 00:00:00,4.83,187.32,2025-04-30 00:00:00,8.37,201.78,2024-10-31 00:00:00,0.6,202.99,
"CONSUMBEES",134.26,2025-08-29 00:00:00,1.18,130.01,2025-07-31 00:00:00,4.48,124.83,2025-04-30 00:00:00,8.82,126.92,2024-10-31 00:00:00,7.03,135.84,
"CONSUMER",11.87,2025-08-29 00:00:00,1.85,11.63,2025-07-31 00:00:00,3.96,10.87,2025-04-30 00:00:00,11.22,0.001,,1208900,12.09,
"CONSUMIETF",124.77,2025-08-29 00:00:00,0.83,120.91,2025-07-31 00:00:00,4.04,115.98,2025-04-30 00:00:00,8.47,117.71,2024-10-31 00:00:00,6.87,125.8,
"CONTROLPR",773.9,2025-08-29 00:00:00,0.58,758.4,2025-07-31 00:00:00,2.64,623.5,2025-04-30 00:00:00,24.84,722.95,2024-10-31 00:00:00,7.67,778.4,
"CORALFINAC",42.48,2025-08-29 00:00:00,-1.95,44.58,2025-07-31 00:00:00,-6.57,39.61,2025-04-30 00:00:00,5.15,57.01,2024-08-30 00:00:00,-26.94,41.65,
"CORDSCABLE",173.59,2025-08-29 00:00:00,0.55,187.14,2025-07-31 00:00:00,-6.73,167.79,2025-04-30 00:00:00,4.02,203.88,2024-10-31 00:00:00,-14.39,174.54,
"COROMANDEL",2309.1,2025-08-29 00:00:00,1.31,2691.4,2025-07-31 00:00:00,-13.08,2214.2,2025-04-30 00:00:00,5.65,1668.65,2024-10-31 00:00:00,40.2,2339.4,
"COSMOFIRST",989,2025-08-29 00:00:00,-0.14,1017.6,2025-07-31 00:00:00,-2.94,588.95,2025-04-30 00:00:00,67.7,775.4,2024-10-31 00:00:00,27.37,987.65,
"COUNCODOS",6.46,2025-08-29 00:00:00,0.93,11.92,2025-04-28 00:00:00,-45.3,6.54,2025-01-31 00:00:00,-0.31,0.001,,651900,6.52,
"CPCAP",146.89,2025-08-29 00:00:00,-0.29,167.27,2025-07-31 00:00:00,-12.44,388.2,2025-04-30 00:00:00,-62.27,0.001,,14645900,146.46,
"CPPLUS",1264,2025-08-29 00:00:00,-1.25,0.001,,124819900,0.001,,124819900,0.001,,124819900,1248.2,
"CPSEETF",87.83,2025-08-29 00:00:00,1.35,90.58,2025-07-31 00:00:00,-1.72,88.63,2025-04-30 00:00:00,0.44,92.18,2024-10-31 00:00:00,-3.43,89.02,
"CRAFTSMAN",6912.5,2025-08-29 00:00:00,3.57,6752,2025-07-31 00:00:00,6.04,4605.3,2025-04-30 00:00:00,55.46,5099.15,2024-10-31 00:00:00,40.41,7159.5,
"CREATIVE",630.5,2025-08-29 00:00:00,2.05,661.4,2025-07-31 00:00:00,-2.71,727.3,2025-04-30 00:00:00,-11.53,881.75,2024-10-31 00:00:00,-27.03,643.45,
"CREDITACC",1399.9,2025-08-29 00:00:00,0.24,1248.3,2025-07-31 00:00:00,12.41,1088.55,2025-04-30 00:00:00,28.91,981.95,2024-10-31 00:00:00,42.9,1403.2,
"CREST",370.55,2025-08-29 00:00:00,-0.42,370.6,2025-07-31 00:00:00,-0.43,392.6,2025-04-30 00:00:00,-6.01,500.55,2024-10-31 00:00:00,-26.28,369,
"CRISIL",4986,2025-08-29 00:00:00,1.74,5304,2025-07-31 00:00:00,-4.36,4452.7,2025-04-30 00:00:00,13.92,5474.75,2024-10-31 00:00:00,-7.35,5072.6,
"CRIZAC",349.75,2025-08-29 00:00:00,4.47,332.82,2025-07-31 00:00:00,9.79,0.001,,36539900,0.001,,36539900,365.4,
"CROMPTON",330,2025-08-29 00:00:00,1.56,323,2025-07-31 00:00:00,3.76,337.3,2025-04-30 00:00:00,-0.64,391,2024-10-31 00:00:00,-14.28,335.15,
"CROWN",159.83,2025-08-29 00:00:00,-0.06,156.69,2025-07-31 00:00:00,1.95,162.54,2025-04-30 00:00:00,-1.72,0.001,,15973900,159.74,
"CSBBANK",362.6,2025-08-29 00:00:00,3.03,420.2,2025-07-31 00:00:00,-11.09,353.25,2025-04-30 00:00:00,5.76,314,2024-10-31 00:00:00,18.98,373.6,
"CSLFINANCE",299.35,2025-08-29 00:00:00,-0.37,305.25,2025-07-31 00:00:00,-2.29,318.3,2025-04-30 00:00:00,-6.3,344.35,2024-10-31 00:00:00,-13.39,298.25,
"CUB",196.05,2025-08-29 00:00:00,0.65,214.28,2025-07-31 00:00:00,-7.91,176.56,2025-04-30 00:00:00,11.76,175.74,2024-10-31 00:00:00,12.29,197.33,
"CUMMINSIND",3826.2,2025-08-29 00:00:00,1.41,3555.5,2025-07-31 00:00:00,9.13,2895.4,2025-04-30 00:00:00,34.01,3500.6,2024-10-31 00:00:00,10.84,3880.1,
"CUPID",172.29,2025-08-29 00:00:00,0.19,150.89,2025-07-31 00:00:00,14.39,78.32,2025-04-30 00:00:00,120.39,80.7,2024-10-31 00:00:00,113.89,172.61,
"CYBERMEDIA",16.08,2025-08-29 00:00:00,2.86,19.91,2025-07-31 00:00:00,-16.93,16.02,2025-02-28 00:00:00,3.25,28.16,2024-08-30 00:00:00,-41.26,16.54,
"CYBERTECH",154.27,2025-08-29 00:00:00,2.33,150.5,2025-07-31 00:00:00,4.89,154.48,2025-02-28 00:00:00,2.19,0.001,,15785900,157.86,
"CYIENT",1168,2025-08-29 00:00:00,2.08,1205.6,2025-07-31 00:00:00,-1.1,1187.7,2025-04-30 00:00:00,0.39,1835.75,2024-10-31 00:00:00,-35.05,1192.3,
"CYIENTDLM",422.95,2025-08-29 00:00:00,0.66,450.2,2025-07-31 00:00:00,-5.43,447.25,2025-04-30 00:00:00,-4.81,644.25,2024-10-31 00:00:00,-33.92,425.75,
"DABUR",521.1,2025-08-29 00:00:00,0.49,529,2025-07-31 00:00:00,-1.01,487.75,2025-04-30 00:00:00,7.36,540,2024-10-31 00:00:00,-3.03,523.65,
"DALBHARAT",2401.5,2025-08-29 00:00:00,0.07,2235.5,2025-07-31 00:00:00,7.51,1942.7,2025-04-30 00:00:00,23.71,1833.2,2024-10-31 00:00:00,31.1,2403.3,
"DALMIASUG",375.2,2025-08-29 00:00:00,-0.44,369.15,2025-07-31 00:00:00,1.19,376.25,2025-04-30 00:00:00,-0.72,459,2024-10-31 00:00:00,-18.62,373.55,
"DAMCAPITAL",219.29,2025-08-29 00:00:00,-0.48,221.1,2025-07-31 00:00:00,-1.29,212.87,2025-04-30 00:00:00,2.52,0.001,,21823900,218.24,
"DAMODARIND",36.11,2025-08-29 00:00:00,-2.46,36.31,2025-07-31 00:00:00,-3,31.37,2025-04-30 00:00:00,12.27,44,2024-10-31 00:00:00,-19.95,35.22,
"DATAMATICS",1010.35,2025-08-29 00:00:00,1.07,980.55,2025-07-31 00:00:00,4.15,591.55,2025-04-30 00:00:00,72.63,580.45,2024-10-31 00:00:00,75.93,1021.2,
"DATAPATTNS",2402.8,2025-08-29 00:00:00,4.54,2640.9,2025-07-31 00:00:00,-4.89,2486.6,2025-04-30 00:00:00,1.01,2419.85,2024-10-31 00:00:00,3.8,2511.8,
"DAVANGERE",3.48,2025-08-29 00:00:00,12.36,3.29,2025-07-31 00:00:00,18.84,3.77,2025-04-30 00:00:00,3.71,6.46,2024-10-31 00:00:00,-39.47,3.91,
"DBCORP",267.15,2025-08-29 00:00:00,0.52,269.75,2025-07-31 00:00:00,-0.44,243.8,2025-04-30 00:00:00,10.15,323.4,2024-10-31 00:00:00,-16.96,268.55,
"DBEIL",130.54,2025-08-29 00:00:00,-0.1,138.54,2025-07-31 00:00:00,-5.87,137.5,2025-04-30 00:00:00,-5.16,160.79,2024-10-31 00:00:00,-18.89,130.41,
"DBL",465.55,2025-08-29 00:00:00,1.07,481.1,2025-07-31 00:00:00,-2.19,422.55,2025-04-30 00:00:00,11.36,502.3,2024-10-31 00:00:00,-6.32,470.55,
"DBOL",85.39,2025-08-29 00:00:00,-0.98,79.01,2025-07-31 00:00:00,7.01,92.86,2025-01-31 00:00:00,-8.95,0.001,,8454900,84.55,
"DBREALTY",168.94,2025-08-29 00:00:00,0.75,235.27,2025-07-17 00:00:00,-27.66,174.14,2025-04-30 00:00:00,-2.26,164.01,2024-10-31 00:00:00,3.77,170.2,
"DBSTOCKBRO",25.32,2025-08-29 00:00:00,1.94,27.4,2025-07-31 00:00:00,-5.8,27.48,2025-04-30 00:00:00,-6.08,46.88,2024-10-31 00:00:00,-44.94,25.81,
"DCBBANK",122.37,2025-08-29 00:00:00,0.51,134.57,2025-07-31 00:00:00,-8.61,135.16,2025-04-30 00:00:00,-9,122.86,2024-10-31 00:00:00,0.11,122.99,
