"NSE_CODE","M1CLOSE","M1CLOSEDT","M1RET","M3CLOSE","M3CLOSEDT","M3RET","M6CLOSE","M6CLOSEDT","M6RET","M12CLOSE","M12CLOSEDT","M12RET","CLOSE",
"ASHOKLEY",126.98,2025-08-29 00:00:00,0.83,121.05,2025-07-31 00:00:00,5.77,225.31,2025-04-30 00:00:00,-43.18,208.18,2024-10-31 00:00:00,-38.5,128.03,
"ASIANENE",369.15,2025-08-29 00:00:00,-3.3,351.85,2025-07-31 00:00:00,1.45,277.85,2025-04-30 00:00:00,28.47,347.4,2024-10-31 00:00:00,2.75,356.95,
"ASIANHOTNR",328.2,2025-08-29 00:00:00,0.58,333.05,2025-07-31 00:00:00,-0.89,195.51,2024-10-31 00:00:00,68.84,0.001,,33009900,330.1,
"ASIANPAINT",2518.6,2025-08-29 00:00:00,2.05,2396.1,2025-07-31 00:00:00,7.27,2425.7,2025-04-30 00:00:00,5.96,2935.65,2024-10-31 00:00:00,-12.45,2570.2,
"ASKAUTOLTD",481.95,2025-08-29 00:00:00,4.01,507.05,2025-07-31 00:00:00,-1.13,399.65,2025-04-30 00:00:00,25.43,441.3,2024-10-31 00:00:00,13.6,501.3,
"ASMS",12.18,2025-08-29 00:00:00,-1.72,13.33,2025-07-31 00:00:00,-10.2,16.12,2025-04-30 00:00:00,-25.74,20.38,2024-10-31 00:00:00,-41.27,11.97,
"ASPINWALL",266.05,2025-08-29 00:00:00,0.92,286.35,2025-07-31 00:00:00,-6.23,278.15,2025-04-30 00:00:00,-3.47,284.1,2024-10-31 00:00:00,-5.49,268.5,
"ASTEC",872.7,2025-08-29 00:00:00,-0.1,906.3,2025-07-31 00:00:00,-3.81,685.9,2025-04-30 00:00:00,27.1,1086.85,2024-10-31 00:00:00,-19.79,871.8,
"ASTERDM",601.05,2025-08-29 00:00:00,0.69,604.9,2025-07-31 00:00:00,0.05,504.95,2025-04-30 00:00:00,19.85,444.6,2024-10-31 00:00:00,36.12,605.2,
"ASTRAL",1359.8,2025-08-29 00:00:00,3.49,1401.2,2025-07-31 00:00:00,0.44,1345.1,2025-04-30 00:00:00,4.62,1770.35,2024-10-31 00:00:00,-20.51,1407.3,
"ASTRAMICRO",1024.05,2025-08-29 00:00:00,3.93,959.6,2025-07-31 00:00:00,10.91,828.65,2025-04-30 00:00:00,28.44,791.55,2024-10-31 00:00:00,34.46,1064.3,
"ASTRAZEN",8460.5,2025-08-29 00:00:00,3.59,9186,2025-07-31 00:00:00,-4.59,8681,2025-04-30 00:00:00,0.96,7624.9,2024-10-31 00:00:00,14.94,8764,
"ASTRON",13.38,2025-08-29 00:00:00,9.94,14.65,2025-07-31 00:00:00,0.41,12.67,2025-02-28 00:00:00,16.1,0.001,,1470900,14.71,
"ATAM",90.72,2025-08-29 00:00:00,-1,98.81,2025-07-31 00:00:00,-9.11,100.01,2025-04-30 00:00:00,-10.2,130.5,2024-10-31 00:00:00,-31.18,89.81,
"ATGL",591.1,2025-08-29 00:00:00,0.52,604.1,2025-07-31 00:00:00,-1.65,600.2,2025-04-30 00:00:00,-1.01,718.35,2024-10-31 00:00:00,-17.29,594.15,
"ATHERENERG",450.15,2025-08-29 00:00:00,8.14,350.35,2025-07-31 00:00:00,38.95,0.001,,48679900,0.001,,48679900,486.8,
"ATL",27.02,2025-08-29 00:00:00,3.29,30.41,2025-07-31 00:00:00,-8.22,24.68,2025-04-30 00:00:00,13.09,42.14,2024-10-31 00:00:00,-33.77,27.91,
"ATLANTAA",29.91,2025-08-29 00:00:00,19.99,33.45,2025-07-31 00:00:00,7.29,40.33,2025-04-30 00:00:00,-11.01,0.001,,3588900,35.89,
"ATUL",6278.5,2025-08-29 00:00:00,0.69,6629,2025-07-31 00:00:00,-4.63,6746,2025-04-30 00:00:00,-6.29,7841.9,2024-10-31 00:00:00,-19.38,6322,
"ATULAUTO",426.3,2025-08-29 00:00:00,2.87,444.3,2025-07-31 00:00:00,-1.29,464.5,2025-04-30 00:00:00,-5.59,607.1,2024-10-31 00:00:00,-27.76,438.55,
"AUBANK",718.05,2025-08-29 00:00:00,0.49,741.5,2025-07-31 00:00:00,-2.69,678.6,2025-04-30 00:00:00,6.33,612.45,2024-10-31 00:00:00,17.81,721.55,
"AURIONPRO",1325.2,2025-08-29 00:00:00,-2.5,1362.9,2025-07-31 00:00:00,-5.19,1426.9,2025-04-30 00:00:00,-9.45,1653.05,2024-10-31 00:00:00,-21.84,1292.1,
"AUROPHARMA",1027.9,2025-08-29 00:00:00,-0.28,1139.8,2025-07-31 00:00:00,-10.07,1229.1,2025-04-30 00:00:00,-16.61,1396.5,2024-10-31 00:00:00,-26.6,1025,
"AURUM",165.27,2025-08-29 00:00:00,0.72,193.87,2025-07-31 00:00:00,-14.14,173.13,2025-04-30 00:00:00,-3.85,0.001,,16645900,166.46,
"AUTOAXLES",1731.3,2025-08-29 00:00:00,2.5,1878.7,2025-07-31 00:00:00,-5.55,1654.8,2025-04-30 00:00:00,7.23,1839.5,2024-10-31 00:00:00,-3.53,1774.5,
"AUTOBEES",256.11,2025-08-29 00:00:00,2.83,242.6,2025-07-31 00:00:00,8.56,227.15,2025-04-30 00:00:00,15.95,239.93,2024-10-31 00:00:00,9.77,263.37,
"AUTOIETF",25.61,2025-08-29 00:00:00,2.81,24.28,2025-07-31 00:00:00,8.44,22.73,2025-04-30 00:00:00,15.84,24.11,2024-10-31 00:00:00,9.21,26.33,
"AUTOIND",69.77,2025-08-29 00:00:00,3.21,75.38,2025-07-31 00:00:00,-4.47,75.72,2025-04-30 00:00:00,-4.9,116.48,2024-10-31 00:00:00,-38.18,72.01,
"AVADHSUGAR",411.35,2025-08-29 00:00:00,2.58,462.2,2025-07-31 00:00:00,-8.71,553.05,2025-04-30 00:00:00,-23.7,624.35,2024-10-31 00:00:00,-32.42,421.95,
"AVALON",830.7,2025-08-29 00:00:00,1.44,845.85,2025-07-31 00:00:00,-0.38,861.1,2025-04-30 00:00:00,-2.14,594.5,2024-10-31 00:00:00,41.74,842.65,
"AVANTEL",149.76,2025-08-29 00:00:00,0.81,127.44,2025-07-31 00:00:00,18.46,113.43,2025-04-30 00:00:00,33.1,172.49,2024-10-31 00:00:00,-12.48,150.97,
"AVANTIFEED",641.85,2025-08-29 00:00:00,-1.49,681.1,2025-07-31 00:00:00,-7.16,874.05,2025-04-30 00:00:00,-27.66,588.1,2024-10-31 00:00:00,7.52,632.3,
"AVG",213.21,2025-08-29 00:00:00,1.52,248.3,2025-07-31 00:00:00,-12.83,295.8,2025-01-15 00:00:00,-26.83,0.001,,21644900,216.45,
"AVL",503.15,2025-08-29 00:00:00,-0.87,394.7,2025-07-31 00:00:00,26.36,409,2025-04-30 00:00:00,21.94,0.001,,49874900,498.75,
"AVONMORE",19.21,2025-08-29 00:00:00,0.47,18.73,2025-07-31 00:00:00,3.04,17.65,2024-11-29 00:00:00,9.35,0.001,,1929900,19.3,
"AVROIND",149.48,2025-08-29 00:00:00,-0.94,159.6,2025-07-31 00:00:00,-7.22,152.3,2025-04-30 00:00:00,-2.77,0.001,,14807900,148.08,
"AVTNPL",72.56,2025-08-29 00:00:00,-0.18,75.15,2025-07-31 00:00:00,-3.62,61.34,2025-04-30 00:00:00,18.08,83.41,2024-10-31 00:00:00,-13.16,72.43,
"AWFIS",566.65,2025-08-29 00:00:00,0.05,595.4,2025-07-31 00:00:00,-4.78,640.75,2025-04-30 00:00:00,-11.52,679.45,2024-10-31 00:00:00,-16.56,566.95,
"AWHCL",572.15,2025-08-29 00:00:00,-0.54,613.6,2025-07-31 00:00:00,-7.26,490.35,2025-04-30 00:00:00,16.05,808.8,2024-10-31 00:00:00,-29.64,569.05,
"AWL",251.5,2025-08-29 00:00:00,-0.62,262.2,2025-07-31 00:00:00,-4.67,267.05,2025-04-30 00:00:00,-6.4,346.1,2024-10-31 00:00:00,-27.78,249.95,
"AXISBANK",1045.2,2025-08-29 00:00:00,1.56,1068.4,2025-07-31 00:00:00,-0.65,1185,2025-04-30 00:00:00,-10.42,1159.55,2024-10-31 00:00:00,-8.46,1061.5,
"AXISBNKETF",553.09,2025-08-29 00:00:00,0.49,575.2,2025-07-31 00:00:00,-3.37,563.48,2025-04-30 00:00:00,-1.36,527.72,2024-10-31 00:00:00,5.32,555.81,
"AXISBPSETF",12.91,2025-08-29 00:00:00,-0.23,12.82,2025-07-31 00:00:00,0.47,12.59,2025-04-30 00:00:00,2.3,12.15,2024-10-31 00:00:00,6.01,12.88,
"AXISCETF",123.49,2025-08-29 00:00:00,1.79,120.71,2025-07-31 00:00:00,4.13,115.74,2025-04-30 00:00:00,8.61,117.39,2024-10-31 00:00:00,7.08,125.7,
"AXISGOLD",86,2025-08-29 00:00:00,1.88,82.75,2025-07-31 00:00:00,5.89,79.55,2025-04-30 00:00:00,10.14,67.25,2024-10-31 00:00:00,30.29,87.62,
"AXISHCETF",145.78,2025-08-29 00:00:00,-1.32,151.31,2025-07-31 00:00:00,-4.92,142.76,2025-04-30 00:00:00,0.77,145.95,2024-10-31 00:00:00,-1.43,143.86,
"AXISILVER",117.96,2025-08-29 00:00:00,4.26,111.19,2025-07-31 00:00:00,10.6,95.24,2025-04-30 00:00:00,29.13,97.72,2024-10-31 00:00:00,25.85,122.98,
"AXISNIFTY",268.23,2025-08-29 00:00:00,0.73,271.58,2025-07-31 00:00:00,-0.52,263.46,2025-04-30 00:00:00,2.55,263.07,2024-10-31 00:00:00,2.7,270.18,
"AXISTECETF",380.96,2025-08-29 00:00:00,1.58,382.77,2025-07-31 00:00:00,1.1,383.98,2025-04-30 00:00:00,0.78,431.8,2024-10-31 00:00:00,-10.38,386.97,
"AXISVALUE",27.61,2025-08-29 00:00:00,1.67,28.08,2025-07-31 00:00:00,-0.04,27.02,2025-04-30 00:00:00,3.89,0.001,,2806900,28.07,
"AXITA",8.8,2025-08-29 00:00:00,0,8.81,2025-07-31 00:00:00,-0.11,10,2025-04-30 00:00:00,-12,14.37,2024-10-31 00:00:00,-38.76,8.8,
"AXSENSEX",82,2025-08-29 00:00:00,0.99,83.48,2025-07-31 00:00:00,-0.8,82.02,2025-04-30 00:00:00,0.96,81,2024-10-31 00:00:00,2.23,82.81,
"AYMSYNTEX",191.98,2025-08-29 00:00:00,0.14,209.28,2025-07-31 00:00:00,-8.14,200.51,2025-04-30 00:00:00,-4.12,0.001,,19224900,192.25,
"AZAD",1530,2025-08-29 00:00:00,3.88,1473.8,2025-07-31 00:00:00,7.84,1578.1,2025-04-30 00:00:00,0.71,1444.85,2024-10-31 00:00:00,10,1589.3,
"BAFNAPH",103.86,2025-08-29 00:00:00,0.94,87.41,2025-07-31 00:00:00,19.94,0.001,,10483900,0.001,,10483900,104.84,
"BAGFILMS",6.31,2025-08-29 00:00:00,1.43,6.95,2025-07-31 00:00:00,-7.91,5.35,2025-03-28 00:00:00,19.63,0.001,,639900,6.4,
"BAIDFIN",11.09,2025-08-29 00:00:00,0.45,11.92,2025-07-31 00:00:00,-6.54,10.53,2025-04-30 00:00:00,5.79,14.46,2024-08-13 00:00:00,-22.96,11.14,
"BAJAJ-AUTO",8631.5,2025-08-29 00:00:00,3.89,8008,2025-07-31 00:00:00,11.98,8030,2025-04-30 00:00:00,11.67,9836.3,2024-10-31 00:00:00,-8.84,8967,
"BAJAJCON",234.42,2025-08-29 00:00:00,1.71,223.18,2025-07-31 00:00:00,6.83,166.16,2025-04-30 00:00:00,43.49,228.85,2024-10-31 00:00:00,4.18,238.42,
"BAJAJELEC",569.05,2025-08-29 00:00:00,0.33,618.1,2025-07-31 00:00:00,-7.63,545.1,2025-04-30 00:00:00,4.74,871,2024-10-31 00:00:00,-34.45,570.95,
"BAJAJFINSV",1913.5,2025-08-29 00:00:00,1.57,1948,2025-07-31 00:00:00,-0.23,1951.6,2025-04-30 00:00:00,-0.42,1750.75,2024-10-31 00:00:00,11.01,1943.5,
"BAJAJHCARE",421.75,2025-08-29 00:00:00,1.03,486.55,2025-07-31 00:00:00,-12.42,521.1,2025-04-30 00:00:00,-18.23,360.25,2024-10-31 00:00:00,18.28,426.1,
"BAJAJHFL",111.24,2025-08-29 00:00:00,1.61,113.87,2025-07-31 00:00:00,-0.74,122,2025-04-30 00:00:00,-7.35,134.11,2024-10-31 00:00:00,-15.72,113.03,
"BAJAJHIND",20.22,2025-08-29 00:00:00,0.49,23.34,2025-07-31 00:00:00,-12.94,19.53,2025-04-30 00:00:00,4.05,34.84,2024-10-31 00:00:00,-41.68,20.32,
"BAJAJHLDNG",12770,2025-08-29 00:00:00,-1.77,13963,2025-07-31 00:00:00,-10.16,11973,2025-04-30 00:00:00,4.77,10249.5,2024-10-31 00:00:00,22.39,12544,
"BAJAJINDEF",361.65,2025-08-29 00:00:00,0.54,428.05,2025-07-31 00:00:00,-15.06,226,2025-04-30 00:00:00,60.88,0.001,,36359900,363.6,
"BAJFINANCE",877.85,2025-08-29 00:00:00,1.31,881.2,2025-07-31 00:00:00,0.92,8634.5,2025-04-30 00:00:00,-89.7,6889.75,2024-10-31 00:00:00,-87.09,889.35,
"BALAJEE",58.22,2025-08-29 00:00:00,-0.03,53.16,2025-07-31 00:00:00,9.48,44.32,2025-04-30 00:00:00,31.32,72.86,2024-10-31 00:00:00,-20.12,58.2,
"BALAMINES",1457,2025-08-29 00:00:00,1.18,1768.4,2025-07-31 00:00:00,-16.64,1263.6,2025-04-30 00:00:00,16.67,2129.3,2024-10-31 00:00:00,-30.77,1474.2,
"BALAXI",45.85,2025-08-29 00:00:00,-0.13,47.88,2025-07-31 00:00:00,-4.37,55.16,2025-04-30 00:00:00,-16.99,89.95,2024-10-31 00:00:00,-49.09,45.79,
"BALKRISHNA",21.35,2025-08-29 00:00:00,3.42,20.62,2025-07-31 00:00:00,7.08,18.29,2025-04-30 00:00:00,20.72,24.1,2024-10-31 00:00:00,-8.38,22.08,
"BALKRISIND",2289.4,2025-08-29 00:00:00,1.47,2676.2,2025-07-31 00:00:00,-13.2,2675.1,2025-04-30 00:00:00,-13.16,2837.45,2024-10-31 00:00:00,-18.13,2323,
"BALMLAWRIE",218.07,2025-08-29 00:00:00,0.85,210.36,2025-07-31 00:00:00,4.54,200.04,2025-04-30 00:00:00,9.94,240.3,2024-10-31 00:00:00,-8.48,219.92,
"BALPHARMA",86.84,2025-08-29 00:00:00,1.95,100.05,2025-07-31 00:00:00,-11.51,102.15,2025-04-30 00:00:00,-13.33,0.001,,8852900,88.53,
"BALRAMCHIN",536.2,2025-08-29 00:00:00,1.02,587.05,2025-07-31 00:00:00,-7.73,550.9,2025-04-30 00:00:00,-1.68,627.8,2024-10-31 00:00:00,-13.72,541.65,
"BANARBEADS",98.62,2025-08-29 00:00:00,1.79,117.1,2025-07-31 00:00:00,-14.27,120.12,2025-04-30 00:00:00,-16.43,98.78,2024-08-30 00:00:00,1.63,100.39,
"BANARISUG",3744.3,2025-08-29 00:00:00,-2.89,3758.2,2025-07-31 00:00:00,-3.25,4107.7,2025-04-30 00:00:00,-11.48,3508.2,2024-10-31 00:00:00,3.64,3636,
"BANCOINDIA",576.55,2025-08-29 00:00:00,2.45,591.8,2025-07-31 00:00:00,-0.19,367,2025-04-30 00:00:00,60.95,727.15,2024-10-31 00:00:00,-18.77,590.7,
"BANDHANBNK",161.8,2025-08-29 00:00:00,-0.28,168.08,2025-07-31 00:00:00,-4.01,165.62,2025-04-30 00:00:00,-2.58,182.21,2024-10-31 00:00:00,-11.45,161.34,
"BANG",49.54,2025-08-29 00:00:00,0.24,53,2025-07-31 00:00:00,-6.3,47.5,2025-04-30 00:00:00,4.55,58.48,2024-08-30 00:00:00,-15.08,49.66,
"BANKA",88.74,2025-08-29 00:00:00,-0.85,82.91,2025-07-31 00:00:00,6.13,68.31,2025-04-30 00:00:00,28.81,123.92,2024-10-31 00:00:00,-28.99,87.99,
"BANKBARODA",232.83,2025-08-29 00:00:00,0.68,237.87,2025-07-31 00:00:00,-1.45,249.93,2025-04-30 00:00:00,-6.21,250.96,2024-10-31 00:00:00,-6.59,234.42,
"BANKBEES",554.99,2025-08-29 00:00:00,0.53,577.06,2025-07-31 00:00:00,-3.31,564.06,2025-04-30 00:00:00,-1.08,529.64,2024-10-31 00:00:00,5.34,557.94,
"BANKBETF",54.45,2025-08-29 00:00:00,0.64,56.71,2025-07-31 00:00:00,-3.37,55.51,2025-04-30 00:00:00,-1.28,51.97,2024-10-31 00:00:00,5.45,54.8,
"BANKETF",545.51,2025-08-29 00:00:00,0.67,566.9,2025-07-31 00:00:00,-3.12,554.14,2025-04-30 00:00:00,-0.89,519.44,2024-10-31 00:00:00,5.73,549.19,
"BANKETFADD",54.77,2025-08-29 00:00:00,0.8,57.08,2025-07-31 00:00:00,-3.28,55.92,2025-04-30 00:00:00,-1.27,52.36,2024-10-31 00:00:00,5.44,55.21,
"BANKIETF",55.03,2025-08-29 00:00:00,0.62,57.12,2025-07-31 00:00:00,-3.06,55.84,2025-04-30 00:00:00,-0.84,52.45,2024-10-31 00:00:00,5.57,55.37,
"BANKINDIA",110.29,2025-08-29 00:00:00,1.45,111.38,2025-07-31 00:00:00,0.46,115.15,2025-04-30 00:00:00,-2.83,108.69,2024-10-31 00:00:00,2.94,111.89,
"BANKNIFTY1",554.73,2025-08-29 00:00:00,0.61,578.05,2025-07-31 00:00:00,-3.45,564.7,2025-04-30 00:00:00,-1.16,529.49,2024-10-31 00:00:00,5.41,558.13,
"BANKPSU",67.84,2025-08-29 00:00:00,0.9,68.68,2025-07-31 00:00:00,-0.33,65.3,2025-04-30 00:00:00,4.82,67.1,2024-10-31 00:00:00,2.01,68.45,
"BANSALWIRE",356.6,2025-08-29 00:00:00,1.07,396.7,2025-07-31 00:00:00,-9.15,357.55,2025-04-30 00:00:00,0.8,403.25,2024-10-31 00:00:00,-10.63,360.4,
"BANSWRAS",122.37,2025-08-29 00:00:00,0.45,143.32,2025-07-31 00:00:00,-14.23,129.87,2025-04-30 00:00:00,-5.35,135.13,2024-10-31 00:00:00,-9.04,122.92,
"BARBEQUE",268.3,2025-08-29 00:00:00,-0.86,284.1,2025-07-31 00:00:00,-6.37,333.1,2025-04-30 00:00:00,-20.14,569.25,2024-10-31 00:00:00,-53.27,266,
"BASF",4609.4,2025-08-29 00:00:00,0.44,4994,2025-07-31 00:00:00,-7.3,4391.2,2025-04-30 00:00:00,5.43,7658.2,2024-10-31 00:00:00,-39.55,4629.6,
"BASML",29.05,2025-08-29 00:00:00,-0.07,30.41,2025-07-31 00:00:00,-4.54,30.99,2025-04-30 00:00:00,-6.32,62.23,2024-08-30 00:00:00,-53.35,29.03,
"BATAINDIA",1098.1,2025-08-29 00:00:00,1.58,1191.3,2025-07-31 00:00:00,-6.36,1208.4,2025-04-30 00:00:00,-7.69,1355.65,2024-10-31 00:00:00,-17.71,1115.5,
"BAYERCROP",5231.5,2025-08-29 00:00:00,-0.33,6322.5,2025-07-31 00:00:00,-17.53,4690.4,2025-04-30 00:00:00,11.16,6625.85,2024-10-31 00:00:00,-21.31,5214,
"BBETF0432",1281.59,2025-08-29 00:00:00,0.1,1285.01,2025-07-31 00:00:00,-0.16,1267.89,2025-04-30 00:00:00,1.18,1202.55,2024-10-31 00:00:00,6.68,1282.91,
"BBL",2969.2,2025-08-29 00:00:00,0.33,2979.6,2025-07-31 00:00:00,-0.02,2921.8,2025-04-30 00:00:00,1.95,4638.8,2024-10-31 00:00:00,-35.78,2978.9,
"BBNPNBETF",54.2,2025-08-29 00:00:00,0.26,56.21,2025-07-31 00:00:00,-3.33,54.96,2025-04-30 00:00:00,-1.13,51.57,2024-10-31 00:00:00,5.37,54.34,
"BBNPPGOLD",99.9,2025-08-29 00:00:00,1.95,96.5,2025-07-31 00:00:00,5.54,92.85,2025-04-30 00:00:00,9.69,78.5,2024-10-31 00:00:00,29.75,101.85,
"BBTC",1753.7,2025-08-29 00:00:00,1.97,1896.8,2025-07-31 00:00:00,-5.73,1865.2,2025-04-30 00:00:00,-4.13,2769.4,2024-10-31 00:00:00,-35.43,1788.2,
"BBTCL",201.18,2025-08-29 00:00:00,0.22,206.07,2025-07-31 00:00:00,-2.16,161.85,2025-04-30 00:00:00,24.57,215.58,2024-10-31 00:00:00,-6.48,201.62,
"BCG",16.22,2025-08-29 00:00:00,0.49,13.58,2025-07-31 00:00:00,20.03,0.001,,1629900,0.001,,1629900,16.3,
"BCLIND",39.99,2025-08-29 00:00:00,0.23,43.98,2025-07-31 00:00:00,-8.87,37.46,2025-04-30 00:00:00,6.99,56.97,2024-10-31 00:00:00,-29.65,40.08,
"BCONCEPTS",277.65,2025-08-29 00:00:00,-1.4,332.95,2025-07-31 00:00:00,-17.78,342.25,2025-04-30 00:00:00,-20.01,535.8,2024-10-31 00:00:00,-48.91,273.75,
"BDL",1435.7,2025-08-29 00:00:00,1.6,1619,2025-07-31 00:00:00,-9.9,1529.6,2025-04-30 00:00:00,-4.64,1085.3,2024-10-31 00:00:00,34.41,1458.7,
"BEARDSELL",28.37,2025-08-29 00:00:00,2.11,33.73,2025-07-31 00:00:00,-14.11,26.75,2025-04-30 00:00:00,8.3,44.24,2024-10-31 00:00:00,-34.52,28.97,
"BECTORFOOD",1379.9,2025-08-29 00:00:00,-2.15,1511.3,2025-07-31 00:00:00,-10.66,1490.3,2025-04-30 00:00:00,-9.4,1890.65,2024-10-31 00:00:00,-28.59,1350.2,
"BEDMUTHA",136.14,2025-08-29 00:00:00,-0.84,141.98,2025-07-31 00:00:00,-4.92,160.53,2025-04-30 00:00:00,-15.91,212.9,2024-10-31 00:00:00,-36.59,134.99,
"BEL",369.4,2025-08-29 00:00:00,1.22,383.1,2025-07-31 00:00:00,-2.4,314.1,2025-04-30 00:00:00,19.04,284.9,2024-10-31 00:00:00,31.24,373.9,
"BELLACASA",415.45,2025-08-29 00:00:00,-1.04,406.3,2025-07-31 00:00:00,1.19,0.001,,41114900,0.001,,41114900,411.15,
"BELRISE",139.58,2025-08-29 00:00:00,-1.42,138.13,2025-07-31 00:00:00,-0.38,0.001,,13759900,0.001,,13759900,137.6,
"BEML",3839.4,2025-08-29 00:00:00,1.41,3960.7,2025-07-31 00:00:00,-1.7,3164,2025-04-30 00:00:00,23.06,4071.55,2024-10-31 00:00:00,-4.37,3893.5,
"BEPL",103.74,2025-08-29 00:00:00,0.8,115.51,2025-07-31 00:00:00,-9.47,108.03,2025-04-30 00:00:00,-3.2,135.39,2024-10-31 00:00:00,-22.76,104.57,
"BERGEPAINT",533,2025-08-29 00:00:00,2.63,564.9,2025-07-31 00:00:00,-3.17,544.2,2025-04-30 00:00:00,0.51,536.8,2024-10-31 00:00:00,1.9,547,
"BESTAGRO",359.3,2025-08-29 00:00:00,1.03,484.95,2025-07-31 00:00:00,-25.15,518.35,2025-01-31 00:00:00,-29.97,0.001,,36299900,363,
"BFINVEST",448.9,2025-08-29 00:00:00,1.76,484.7,2025-07-31 00:00:00,-5.76,486.75,2025-04-30 00:00:00,-6.15,650.65,2024-10-31 00:00:00,-29.79,456.8,
"BFSI",26.45,2025-08-29 00:00:00,0.64,27.44,2025-07-31 00:00:00,-2.99,26.74,2025-04-30 00:00:00,-0.45,24.45,2024-10-31 00:00:00,8.88,26.62,
"BFUTILITIE",805.2,2025-08-29 00:00:00,0.88,749.15,2025-07-31 00:00:00,8.43,705.85,2025-04-30 00:00:00,15.08,788,2024-08-30 00:00:00,3.08,812.3,
"BHAGCHEM",261.55,2025-08-29 00:00:00,4.74,301.45,2025-07-31 00:00:00,-9.12,299.9,2025-04-30 00:00:00,-8.65,357.55,2024-10-31 00:00:00,-23.38,273.95,
"BHAGERIA",192.43,2025-08-29 00:00:00,3.72,201.16,2025-07-31 00:00:00,-0.79,151.91,2025-04-30 00:00:00,31.38,238.32,2024-08-30 00:00:00,-16.26,199.58,
"BHANDARI",4.91,2025-08-29 00:00:00,1.43,5.31,2025-07-31 00:00:00,-6.21,4.81,2025-04-30 00:00:00,3.53,6.58,2024-10-31 00:00:00,-24.32,4.98,
"BHARATFORG",1106.7,2025-08-29 00:00:00,1.78,1169.1,2025-07-31 00:00:00,-3.65,1104.2,2025-04-30 00:00:00,2.01,1410.15,2024-10-31 00:00:00,-20.12,1126.4,
"BHARATGEAR",89.05,2025-08-29 00:00:00,0.72,93.4,2025-07-31 00:00:00,-3.97,74.08,2025-04-30 00:00:00,21.07,101.35,2024-10-31 00:00:00,-11.5,89.69,
"BHARATRAS",10060,2025-08-29 00:00:00,0.89,11065,2025-07-31 00:00:00,-8.27,9486,2025-04-30 00:00:00,7,11172.75,2024-10-31 00:00:00,-9.15,10150,
"BHARATSE",147.6,2025-08-29 00:00:00,10,104.76,2025-05-21 00:00:00,54.98,0.001,,16235900,0.001,,16235900,162.36,
"BHARATWIRE",170.98,2025-08-29 00:00:00,2.05,186.83,2025-07-31 00:00:00,-6.6,171.5,2025-04-30 00:00:00,1.74,238.05,2024-10-31 00:00:00,-26.7,174.49,
"BHARTIARTL",1888.8,2025-08-29 00:00:00,0.62,1914.3,2025-07-31 00:00:00,-0.72,1864.5,2025-04-30 00:00:00,1.94,1612.6,2024-10-31 00:00:00,17.86,1900.6,
"BHARTIHEXA",1774,2025-08-29 00:00:00,-0.23,1847.7,2025-07-31 00:00:00,-4.21,1689.1,2025-04-30 00:00:00,4.79,1409.8,2024-10-31 00:00:00,25.55,1770,
"BHEL",208.01,2025-08-29 00:00:00,2.02,238.45,2025-07-31 00:00:00,-11,226.84,2025-04-30 00:00:00,-6.45,239,2024-10-31 00:00:00,-11.21,212.22,
"BIGBLOC",54.91,2025-08-29 00:00:00,1.04,58.35,2025-07-31 00:00:00,-4.92,65.45,2025-04-30 00:00:00,-15.23,130.7,2024-10-31 00:00:00,-57.55,55.48,
"BIKAJI",790.3,2025-08-29 00:00:00,0.86,750,2025-07-31 00:00:00,6.28,700.2,2025-04-30 00:00:00,13.84,849.9,2024-10-31 00:00:00,-6.21,797.1,
"BIL",836.95,2025-08-29 00:00:00,-0.44,946.75,2025-07-31 00:00:00,-11.99,621.8,2024-09-30 00:00:00,34.01,0.001,,83324900,833.25,
"BIOCON",348.35,2025-08-29 00:00:00,1.21,391.4,2025-07-31 00:00:00,-9.93,321.8,2025-04-30 00:00:00,9.56,316.1,2024-10-31 00:00:00,11.53,352.55,
"BIRLACORPN",1251.6,2025-08-29 00:00:00,1.86,1351.5,2025-07-31 00:00:00,-5.67,1060,2025-04-30 00:00:00,20.27,1168.05,2024-10-31 00:00:00,9.15,1274.9,
"BIRLAMONEY",179.88,2025-08-29 00:00:00,0.52,170.99,2025-07-31 00:00:00,5.74,268.53,2024-12-30 00:00:00,-32.67,0.001,,18080900,180.81,
"BIRLANU",1872.9,2025-08-29 00:00:00,2.83,2303.3,2025-07-31 00:00:00,-16.39,1891.6,2025-04-30 00:00:00,1.81,0.001,,192589900,1925.9,
"BLACKBUCK",636.75,2025-08-29 00:00:00,-0.53,466.05,2025-07-31 00:00:00,35.91,425.75,2025-04-30 00:00:00,48.77,0.001,,63339900,633.4,
"BLAL",207.7,2025-08-29 00:00:00,0.62,208.78,2025-07-31 00:00:00,0.1,207.72,2025-04-30 00:00:00,0.61,240.53,2024-10-31 00:00:00,-13.11,208.99,
"BLBLIMITED",15.26,2025-08-29 00:00:00,0.07,15.46,2025-07-31 00:00:00,-1.23,15.05,2025-04-30 00:00:00,1.46,19.63,2024-10-31 00:00:00,-22.21,15.27,
"BLISSGVS",155.7,2025-08-29 00:00:00,1.57,176.33,2025-07-31 00:00:00,-10.32,118.81,2025-04-30 00:00:00,33.1,123.55,2024-10-31 00:00:00,28,158.14,
"BLKASHYAP",69.75,2025-08-29 00:00:00,-0.59,79.01,2025-07-31 00:00:00,-12.24,63.62,2025-04-30 00:00:00,8.99,81.6,2024-10-31 00:00:00,-15.02,69.34,
